Tree ID,Species,Planting Date,lon,lat
807,Ligustrum lucidum,3/7/81,-122.43341219700,37.75128426270
3197,Eucalyptus ficifolia,3/7/81,-122.43294965700,37.75621600990
8660,Liquidambar styraciflua,3/7/81,-122.42860234000,37.75248618320
9670,Ligustrum lucidum,3/7/81,-122.42999295100,37.75148723340
29861,Magnolia grandiflora (other),3/7/81,-122.43214372000,37.75395109160
32882,Liquidambar styraciflua,3/7/81,-122.42860234000,37.75248618320
34967,Pittosporum undulatum,3/7/81,-122.42990132000,37.75427228080
35237,Platanus acerfolia (other),3/7/81,-122.43219586900,37.75489806690
1368,Platanus acerfolia (other),3/21/81,-122.41660218400,37.73692686770
1369,Koelreuteria bipinnata,3/21/81,-122.41677522200,37.73576774140
2123,Platanus acerfolia (other),3/21/81,-122.41669225900,37.73595144770
3190,Koelreuteria bipinnata,3/21/81,-122.41669699900,37.73587915030
3195,Tristania conferta,3/21/81,-122.41676218600,37.73519528960
4300,Tristania conferta,3/21/81,-122.41682855600,37.73634967470
4766,Platanus acerfolia (other),3/21/81,-122.41669225900,37.73595144770
5715,Koelreuteria bipinnata,3/21/81,-122.41670766600,37.73574403800
7644,Koelreuteria bipinnata,3/21/81,-122.41837879900,37.73643856550
8850,Koelreuteria bipinnata,3/21/81,-122.41670174000,37.73581633450
9260,Platanus acerfolia (other),3/21/81,-122.41669225900,37.73595144770
9373,Koelreuteria bipinnata,3/21/81,-122.41829939100,37.73643382430
11182,Tristania conferta,3/21/81,-122.41673255600,37.73547262620
18082,Tristania conferta,3/21/81,-122.41682855600,37.73634967470
30885,Koelreuteria bipinnata,3/21/81,-122.41662351600,37.73670168010
812,Ficus microcarpa 'nitida',6/13/81,-122.44557204500,37.79020164090
2878,Magnolia grandiflora (other),6/13/81,-122.44544522900,37.79107276290
10614,Ficus microcarpa 'nitida',6/13/81,-122.44502698100,37.79019371250
10615,Ficus microcarpa 'nitida',6/13/81,-122.44512193600,37.79018062370
12770,Prunus cerasifera 'Krauter Vesuvius',6/13/81,-122.44534349700,37.79015008460
12771,Prunus cerasifera 'Krauter Vesuvius',6/13/81,-122.44540848700,37.79016845500
15787,Ficus microcarpa 'nitida',6/13/81,-122.44502698100,37.79019371250
15788,Ficus microcarpa 'nitida',6/13/81,-122.44512193600,37.79018062370
25667,Magnolia grandiflora (other),6/13/81,-122.44544522900,37.79107276290
26421,Magnolia grandiflora (other),6/13/81,-122.44544522900,37.79107276290
29000,Magnolia grandiflora (other),6/13/81,-122.44544522900,37.79107276290
29421,Ficus microcarpa 'nitida',6/13/81,-122.44574715800,37.79020574540
29422,Platanus acerfolia (other),6/13/81,-122.44498300000,37.79022771490
31928,Magnolia grandiflora (other),6/13/81,-122.44544522900,37.79107276290
33364,Prunus cerasifera 'Krauter Vesuvius',6/13/81,-122.44534349700,37.79015008460
34852,Ficus microcarpa 'nitida',6/13/81,-122.44574715800,37.79020574540
34853,Platanus acerfolia (other),6/13/81,-122.44498300000,37.79022771490
1650,Metrosideros excelsus,6/27/81,-122.43856869400,37.75227640280
3196,Metrosideros excelsus,6/27/81,-122.43850824900,37.75053178730
4105,Metrosideros excelsus,6/27/81,-122.43856276700,37.75220529070
4106,Magnolia grandiflora 'Samuel Sommer',6/27/81,-122.43844497700,37.75094864650
4212,Metrosideros excelsus,6/27/81,-122.43002621200,37.75448962810
4475,Magnolia grandiflora 'Samuel Sommer',6/27/81,-122.43857271300,37.75083787700
4476,Magnolia grandiflora 'Samuel Sommer',6/27/81,-122.43852247100,37.75067519590
4950,Metrosideros excelsus,6/27/81,-122.43775920200,37.75186276780
5103,Metrosideros excelsus,6/27/81,-122.43863387900,37.75222662450
5427,Magnolia grandiflora 'Samuel Sommer',6/27/81,-122.43844497700,37.75094864650
7656,Magnolia grandiflora 'Samuel Sommer',6/27/81,-122.43014547200,37.75473450900
8333,Metrosideros excelsus,6/27/81,-122.43856276700,37.75220529070
10208,Metrosideros excelsus,6/27/81,-122.43843832200,37.75052941670
13668,Magnolia grandiflora 'Samuel Sommer',6/27/81,-122.43024739900,37.75472858250
19325,Metrosideros excelsus,6/27/81,-122.43848810000,37.75033385820
20127,Magnolia grandiflora 'Samuel Sommer',6/27/81,-122.43851536000,37.75060289940
22081,Metrosideros excelsus,6/27/81,-122.43865165700,37.75243284890
22082,Metrosideros excelsus,6/27/81,-122.43864573200,37.75236055150
23769,Magnolia grandiflora 'Samuel Sommer',6/27/81,-122.43844497700,37.75094864650
25032,Magnolia grandiflora 'Samuel Sommer',6/27/81,-122.43844497700,37.75094864650
25243,Metrosideros excelsus,6/27/81,-122.43831624600,37.75188884180
25901,Metrosideros excelsus,6/27/81,-122.43856276700,37.75220529070
30328,Magnolia grandiflora 'Samuel Sommer',6/27/81,-122.43857271300,37.75083787700
35055,Metrosideros excelsus,6/27/81,-122.43856276700,37.75220529070
37067,Metrosideros excelsus,6/27/81,-122.43133067300,37.75390723880
930,Geijera parviflora,7/25/81,-122.41695300300,37.73769013670
4301,Geijera parviflora,7/25/81,-122.41839776200,37.73782406460
7645,Geijera parviflora,7/25/81,-122.41839776200,37.73782406460
9669,Geijera parviflora,7/25/81,-122.41739745300,37.73778732370
18782,Geijera parviflora,7/25/81,-122.41731330400,37.73772332260
18783,Prunus blireiana,7/25/81,-122.41714382000,37.73770791540
19556,Geijera parviflora,7/25/81,-122.41818324100,37.73780154560
19561,Geijera parviflora,7/25/81,-122.41706559700,37.73770080360
38393,Geijera parviflora,7/25/81,-122.41662588700,37.73748746820
3869,Eucalyptus ficifolia,9/19/81,-122.43046192100,37.78868221290
24884,Eucalyptus ficifolia,9/19/81,-122.43046192100,37.78868221290
25073,Eucalyptus ficifolia,9/19/81,-122.43046192100,37.78868221290
26872,Eucalyptus ficifolia,9/19/81,-122.43046192100,37.78868221290
28099,Eucalyptus ficifolia,9/19/81,-122.43046192100,37.78868221290
29598,Eucalyptus ficifolia,9/19/81,-122.43046192100,37.78868221290
30033,Eucalyptus ficifolia,9/19/81,-122.43046192100,37.78868221290
31095,Eucalyptus ficifolia,9/19/81,-122.43046192100,37.78868221290
1361,Metrosideros excelsus,10/10/81,-122.38203936000,37.72892557790
2610,Metrosideros excelsus,10/10/81,-122.38379227100,37.72997685120
2842,Metrosideros excelsus,10/10/81,-122.38421064800,37.73020796520
5360,Metrosideros excelsus,10/10/81,-122.38365123300,37.72983462700
5616,Metrosideros excelsus,10/10/81,-122.38281803700,37.72936173200
7347,Metrosideros excelsus,10/10/81,-122.38326248700,37.72968529180
11231,Metrosideros excelsus,10/10/81,-122.38458872600,37.73035848570
11784,Metrosideros excelsus,10/10/81,-122.38196469200,37.72888409570
13186,Metrosideros excelsus,10/10/81,-122.38472620900,37.73043789400
13187,Metrosideros excelsus,10/10/81,-122.38307048500,37.72957269760
13289,Metrosideros excelsus,10/10/81,-122.38423909200,37.73015818690
13290,Metrosideros excelsus,10/10/81,-122.38430309300,37.73019492780
13291,Metrosideros excelsus,10/10/81,-122.38478072900,37.73053508010
15785,Metrosideros excelsus,10/10/81,-122.38329211700,37.72963551260
17017,Metrosideros excelsus,10/10/81,-122.38353745300,37.72977418170
21580,Metrosideros excelsus,10/10/81,-122.38385745800,37.72994603590
21788,Metrosideros excelsus,10/10/81,-122.38489095200,37.73059789600
22967,Metrosideros excelsus,10/10/81,-122.38393331000,37.73005270360
22968,Metrosideros excelsus,10/10/81,-122.38400797800,37.73009300040
35603,Metrosideros excelsus,10/10/81,-122.38407197900,37.73012974130
37079,Metrosideros excelsus,10/10/81,-122.38395108800,37.72999699960
37080,Metrosideros excelsus,10/10/81,-122.38410042300,37.73007877760
1759,Maytenus boaria,10/24/81,-122.43453190000,37.79814722670
10453,Ficus microcarpa 'nitida',10/24/81,-122.43487916400,37.79810218870
16431,Maytenus boaria,10/24/81,-122.43458613300,37.79811421530
19142,Maytenus boaria,10/24/81,-122.43480094000,37.79811285550
24386,Ficus microcarpa 'nitida',10/24/81,-122.43504746200,37.79808085490
24568,Ficus microcarpa 'nitida',10/24/81,-122.43504746200,37.79808085490
31947,Ficus microcarpa 'nitida',10/24/81,-122.43504746200,37.79808085490
33478,Ficus microcarpa 'nitida',10/24/81,-122.43504746200,37.79808085490
35050,Ficus microcarpa 'nitida',10/24/81,-122.43504746200,37.79808085490
38296,Maytenus boaria,10/24/81,-122.43471086500,37.79812352240
285,Geijera parviflora,11/7/81,-122.44577597600,37.77403969870
296,Prunus blireiana,11/7/81,-122.44765799800,37.77644383020
1391,Geijera parviflora,11/7/81,-122.44424740600,37.77423900550
1392,Tristania conferta,11/7/81,-122.44421143400,37.77421328310
1393,Geijera parviflora,11/7/81,-122.44539545000,37.77400468720
2646,Grevillea robusta,11/7/81,-122.44721947400,37.77574574770
4478,Geijera parviflora,11/7/81,-122.44487870200,37.77507966480
4744,Tristania conferta,11/7/81,-122.44444947900,37.77471547170
6605,Tristania conferta,11/7/81,-122.44421143400,37.77421328310
7921,Geijera parviflora,11/7/81,-122.44487870200,37.77507966480
8852,Geijera parviflora,11/7/81,-122.44513826100,37.77403787310
10753,Geijera parviflora,11/7/81,-122.44487870200,37.77507966480
10978,Tristania conferta,11/7/81,-122.44471988600,37.77554426360
11957,Grevillea robusta,11/7/81,-122.44721947400,37.77574574770
12407,Geijera parviflora,11/7/81,-122.44497707400,37.77411491080
18438,Prunus blireiana,11/7/81,-122.44764259100,37.77636442190
19071,Geijera parviflora,11/7/81,-122.44467840400,37.77532974200
22927,Geijera parviflora,11/7/81,-122.44458358700,37.77484855070
22929,Geijera parviflora,11/7/81,-122.44454092000,37.77463521440
22930,Geijera parviflora,11/7/81,-122.44451366000,37.77449180500
22932,Geijera parviflora,11/7/81,-122.44470447800,37.77546366990
23959,Grevillea robusta,11/7/81,-122.44721947400,37.77574574770
24978,Pittosporum undulatum,11/7/81,-122.44757977500,37.77605271420
24979,Pittosporum undulatum,11/7/81,-122.44760940500,37.77620441990
27864,Geijera parviflora,11/7/81,-122.44458358700,37.77484855070
31376,Geijera parviflora,11/7/81,-122.44439203100,37.77372710420
34479,Grevillea robusta,11/7/81,-122.44721947400,37.77574574770
37293,Prunus blireiana,11/7/81,-122.44753355200,37.77617360460
1239,Pyrus kawakamii,11/21/81,-122.40874568800,37.75758596600
1641,Pittosporum undulatum,11/21/81,-122.40683079800,37.74748808760
3049,Pyrus kawakamii,11/21/81,-122.40874568800,37.75758596600
3439,Pittosporum undulatum,11/21/81,-122.40860444900,37.75722698630
4215,Pittosporum undulatum,11/21/81,-122.40856178100,37.75683112910
4216,Pyrus kawakamii,11/21/81,-122.40859733800,37.75716298520
5579,Pyrus kawakamii,11/21/81,-122.40874568800,37.75758596600
10717,Pyrus kawakamii,11/21/81,-122.40868430100,37.75701516450
19907,Pyrus kawakamii,11/21/81,-122.40865778300,37.75707528060
35814,Pyrus kawakamii,11/21/81,-122.40683079800,37.74748808760
35815,Pyrus kawakamii,11/21/81,-122.40868430100,37.75701516450
38918,Pittosporum undulatum,11/21/81,-122.40683079800,37.74748808760
822,Ficus microcarpa 'nitida',12/19/81,-122.42596526900,37.77652560920
2330,Ficus microcarpa 'nitida',12/19/81,-122.42464851100,37.77764917990
2435,Ficus microcarpa 'nitida',12/19/81,-122.42464851100,37.77764917990
2443,Ficus microcarpa 'nitida',12/19/81,-122.42464851100,37.77764917990
2709,Ficus microcarpa 'nitida',12/19/81,-122.42016598100,37.78008200700
4386,Ficus microcarpa 'nitida',12/19/81,-122.42464851100,37.77764917990
5592,Ficus microcarpa 'nitida',12/19/81,-122.42473977100,37.77698783730
5617,Ficus microcarpa 'nitida',12/19/81,-122.42473977100,37.77698783730
5629,Ficus microcarpa 'nitida',12/19/81,-122.42398470900,37.77776534980
9933,Ficus microcarpa 'nitida',12/19/81,-122.42398470900,37.77776534980
9934,Ficus microcarpa 'nitida',12/19/81,-122.42473977100,37.77698783730
11903,Ficus microcarpa 'nitida',12/19/81,-122.42272374500,37.77540796500
12289,Ficus microcarpa 'nitida',12/19/81,-122.42596526900,37.77652560920
15400,Ficus microcarpa 'nitida',12/19/81,-122.42472673500,37.77691672610
18362,Eucalyptus ficifolia,12/19/81,-122.42475873400,37.77662161090
18442,Ficus microcarpa 'nitida',12/19/81,-122.42229944300,37.77698428230
23171,Ficus microcarpa 'nitida',12/19/81,-122.42481756900,37.77719620030
23189,Ficus microcarpa 'nitida',12/19/81,-122.42457179800,37.77668932900
23510,Ficus microcarpa 'nitida',12/19/81,-122.42414835600,37.77766103200
24142,Ficus microcarpa 'nitida',12/19/81,-122.42414835600,37.77766103200
25718,Ficus microcarpa 'nitida',12/19/81,-122.42481756900,37.77719620030
26679,Ficus microcarpa 'nitida',12/19/81,-122.42457179800,37.77668932900
28611,Ficus microcarpa 'nitida',12/19/81,-122.42481756900,37.77719620030
29043,Ficus microcarpa 'nitida',12/19/81,-122.42481756900,37.77719620030
29076,Ficus microcarpa 'nitida',12/19/81,-122.42414835600,37.77766103200
30544,Ficus microcarpa 'nitida',12/19/81,-122.42481756900,37.77719620030
30562,Ficus microcarpa 'nitida',12/19/81,-122.42481756900,37.77719620030
30620,Ficus microcarpa 'nitida',12/19/81,-122.42414835600,37.77766103200
31006,Ficus microcarpa 'nitida',12/19/81,-122.42457179800,37.77668932900
31588,Ficus microcarpa 'nitida',12/19/81,-122.42414835600,37.77766103200
31939,Ficus microcarpa 'nitida',12/19/81,-122.42457179800,37.77668932900
32560,Ficus microcarpa 'nitida',12/19/81,-122.42414835600,37.77766103200
33589,Ficus microcarpa 'nitida',12/19/81,-122.42414835600,37.77766103200
33904,Ficus microcarpa 'nitida',12/19/81,-122.42501592300,37.77754606720
33905,Ficus microcarpa 'nitida',12/19/81,-122.42398470900,37.77776534980
34048,Ficus microcarpa 'nitida',12/19/81,-122.42457179800,37.77668932900
34560,Ficus microcarpa 'nitida',12/19/81,-122.42481756900,37.77719620030
34588,Ficus microcarpa 'nitida',12/19/81,-122.42457179800,37.77668932900
1618,Ginkgo biloba,1/9/82,-122.45375111500,37.78800190820
3732,Ginkgo biloba,1/9/82,-122.45376787000,37.78790789300
6331,Ginkgo biloba,1/9/82,-122.45360398100,37.78778390080
9881,Ginkgo biloba,1/9/82,-122.45370015200,37.78772575600
9882,Ginkgo biloba,1/9/82,-122.45361399000,37.78783651110
9910,Ginkgo biloba,1/9/82,-122.45360398100,37.78778390080
11875,Ginkgo biloba,1/9/82,-122.45376787000,37.78790789300
14051,Ginkgo biloba,1/9/82,-122.45370015200,37.78772575600
16051,Ginkgo biloba,1/9/82,-122.45406163800,37.78818679980
16052,Ginkgo biloba,1/9/82,-122.45477394300,37.78813820580
16059,Ginkgo biloba,1/9/82,-122.45371674400,37.78781464680
21826,Ginkgo biloba,1/9/82,-122.45361399000,37.78783651110
33434,Ginkgo biloba,1/9/82,-122.45371674400,37.78781464680
34449,Ginkgo biloba,1/9/82,-122.45376787000,37.78790789300
34450,Ginkgo biloba,1/9/82,-122.45368711400,37.78803272340
34451,Ginkgo biloba,1/9/82,-122.45363378000,37.78774708980
34452,Ginkgo biloba,1/9/82,-122.45359940900,37.78755982840
15662,Maytenus boaria,1/23/82,-122.47276345000,37.76434112190
16432,Maytenus boaria,1/23/82,-122.47398130600,37.76501019960
19637,Maytenus boaria,1/23/82,-122.47292529300,37.76505405140
19638,Maytenus boaria,1/23/82,-122.47293003300,37.76512516350
19639,Maytenus boaria,1/23/82,-122.47287669900,37.76443300660
19640,Maytenus boaria,1/23/82,-122.47290869900,37.76484664170
19935,Maytenus boaria,1/23/82,-122.47395167600,37.76459656450
20003,Maytenus boaria,1/23/82,-122.47397656500,37.76493790220
21311,Maytenus boaria,1/23/82,-122.47289210700,37.76464041630
22720,Maytenus boaria,1/23/82,-122.47397182500,37.76487508630
22762,Maytenus boaria,1/23/82,-122.47391375000,37.76403833460
22763,Maytenus boaria,1/23/82,-122.47401686200,37.76452782210
27088,Maytenus boaria,1/23/82,-122.47278514200,37.76462452980
30910,Maytenus boaria,1/23/82,-122.47398486200,37.76405137210
34901,Maytenus boaria,1/23/82,-122.47290869900,37.76484664170
3331,Ligustrum lucidum,2/6/82,-122.39368514200,37.78205220030
3492,Ligustrum lucidum,2/6/82,-122.39485849000,37.78092388930
3774,Ligustrum lucidum,2/6/82,-122.39360217800,37.78161249120
3786,Ligustrum lucidum,2/6/82,-122.39360620200,37.78214766790
4258,Ligustrum lucidum,2/6/82,-122.39360620200,37.78214766790
4554,Ligustrum lucidum,2/6/82,-122.39316270500,37.78193760690
5325,Ligustrum lucidum,2/6/82,-122.39416514800,37.78115855930
5326,Ligustrum lucidum,2/6/82,-122.39323002500,37.78189101310
5406,Ligustrum lucidum,2/6/82,-122.39323002500,37.78189101310
6085,Ligustrum lucidum,2/6/82,-122.39316270500,37.78193760690
6086,Ligustrum lucidum,2/6/82,-122.39360217800,37.78161249120
10332,Ligustrum lucidum,2/6/82,-122.39416514800,37.78115855930
13679,Ligustrum lucidum,2/6/82,-122.39438796600,37.78150937860
13680,Ligustrum lucidum,2/6/82,-122.39485849000,37.78092388930
13681,Ligustrum lucidum,2/6/82,-122.39238497700,37.78156745320
14105,Ligustrum lucidum,2/6/82,-122.39456219100,37.78136715440
14860,Ligustrum lucidum,2/6/82,-122.39441759600,37.78101159390
14861,Ligustrum lucidum,2/6/82,-122.39454322800,37.78098433460
17238,Ligustrum lucidum,2/6/82,-122.39416514800,37.78115855930
17854,Ligustrum lucidum,2/6/82,-122.39313857900,37.78209546490
17855,Ligustrum lucidum,2/6/82,-122.39323002500,37.78189101310
17856,Ligustrum lucidum,2/6/82,-122.39316270500,37.78193760690
17857,Ligustrum lucidum,2/6/82,-122.39360217800,37.78161249120
17858,Ligustrum lucidum,2/6/82,-122.39425403800,37.78161960220
17859,Ligustrum lucidum,2/6/82,-122.39391507100,37.78136715440
17862,Ligustrum lucidum,2/6/82,-122.39385936600,37.78192301360
18361,Ligustrum lucidum,2/6/82,-122.39435715100,37.78103648350
18472,Ligustrum lucidum,2/6/82,-122.39433344600,37.78155441660
23040,Ligustrum lucidum,2/6/82,-122.39360620200,37.78214766790
23581,Ligustrum lucidum,2/6/82,-122.39391744200,37.78188034620
23969,Ligustrum lucidum,2/6/82,-122.39368514200,37.78205220030
24087,Ligustrum lucidum,2/6/82,-122.39391744200,37.78188034620
24134,Ligustrum lucidum,2/6/82,-122.39391744200,37.78188034620
24545,Ligustrum lucidum,2/6/82,-122.39368514200,37.78205220030
25963,Ligustrum lucidum,2/6/82,-122.39391744200,37.78188034620
26153,Ligustrum lucidum,2/6/82,-122.39360620200,37.78214766790
27027,Ligustrum lucidum,2/6/82,-122.39368514200,37.78205220030
29111,Ligustrum lucidum,2/6/82,-122.39391744200,37.78188034620
33065,Ligustrum lucidum,2/6/82,-122.39391744200,37.78188034620
33982,Ligustrum lucidum,2/6/82,-122.39391744200,37.78188034620
34039,Ligustrum lucidum,2/6/82,-122.39391744200,37.78188034620
34892,Ligustrum lucidum,2/6/82,-122.39238497700,37.78156745320
308,Pyrus kawakamii,2/27/82,-122.47455138700,37.75780536370
427,Maytenus boaria,2/27/82,-122.47509539500,37.74951725490
814,Pyrus kawakamii,2/27/82,-122.47441034800,37.75580000420
8241,Maytenus boaria,2/27/82,-122.47563110500,37.75760269430
13596,Maytenus boaria,2/27/82,-122.47504324600,37.74977325860
13597,Maytenus boaria,2/27/82,-122.47503850500,37.74970214650
14962,Maytenus boaria,2/27/82,-122.47508946900,37.74944495840
15354,Maytenus boaria,2/27/82,-122.47512154900,37.74944836330
15355,Maytenus boaria,2/27/82,-122.47507761700,37.75024970960
16032,Ficus microcarpa 'nitida',2/27/82,-122.47456205400,37.75794047700
17021,Maytenus boaria,2/27/82,-122.47524828500,37.75218277170
17239,Ficus microcarpa 'nitida',2/27/82,-122.47454664700,37.75774254790
17240,Pyrus kawakamii,2/27/82,-122.47453598000,37.75759795400
18222,Pyrus kawakamii,2/27/82,-122.47448027600,37.75579526380
19379,Maytenus boaria,2/27/82,-122.47563110500,37.75760269430
19461,Ficus microcarpa 'nitida',2/27/82,-122.47453123900,37.75753513810
19726,Prunus serrulata 'Kwanzan',2/27/82,-122.47570814400,37.75770580700
21292,Pyrus kawakamii,2/27/82,-122.47443286700,37.75496799370
21293,Ficus microcarpa 'nitida',2/27/82,-122.47434042200,37.75455791360
21555,Geijera parviflora,2/27/82,-122.47331759400,37.75411346330
22273,Geijera parviflora,2/27/82,-122.47329626000,37.75382545990
22948,Pyrus kawakamii,2/27/82,-122.47435583000,37.75483643640
27420,Metrosideros excelsus,2/27/82,-122.47447197900,37.75671734950
32396,Maytenus boaria,2/27/82,-122.47522695200,37.75205714000
32397,Maytenus boaria,2/27/82,-122.47510487700,37.74965118290
32398,Maytenus boaria,2/27/82,-122.47507998700,37.74930984520
404,Maytenus boaria,3/6/82,-122.48333728100,37.76073399520
1883,Metrosideros excelsus,3/6/82,-122.48332424300,37.76052658450
2605,Prunus blireiana,3/6/82,-122.48140777400,37.76386292450
4455,Maytenus boaria,3/6/82,-122.48152748000,37.76461434230
4702,Maytenus boaria,3/6/82,-122.48149073800,37.76406559400
4703,Maytenus boaria,3/6/82,-122.48148718200,37.76400277810
4704,Prunus blireiana,3/6/82,-122.48148125600,37.76393048160
4705,Prunus blireiana,3/6/82,-122.48147651600,37.76385818420
4706,Maytenus boaria,3/6/82,-122.48147296000,37.76379536840
4707,Maytenus boaria,3/6/82,-122.48145755200,37.76460960110
4708,Maytenus boaria,3/6/82,-122.48144451500,37.76440337660
6010,Metrosideros excelsus,3/6/82,-122.48341431900,37.76086436720
6644,Maytenus boaria,3/6/82,-122.48333728100,37.76073399520
16439,Metrosideros excelsus,3/6/82,-122.48203119000,37.76517494190
16837,Metrosideros excelsus,3/6/82,-122.48230260100,37.76516190530
18123,Maytenus boaria,3/6/82,-122.48150851600,37.76433581950
19621,Maytenus boaria,3/6/82,-122.48143503400,37.76426826340
19622,Maytenus boaria,3/6/82,-122.48143029300,37.76420544750
19876,Metrosideros excelsus,3/6/82,-122.48340957800,37.76079206980
19894,Maytenus boaria,3/6/82,-122.48142081100,37.76406085360
19895,Maytenus boaria,3/6/82,-122.48141725500,37.76399803780
20222,Metrosideros excelsus,3/6/82,-122.48337757800,37.76025280300
20501,Metrosideros excelsus,3/6/82,-122.48340602200,37.76072925400
21577,Metrosideros excelsus,3/6/82,-122.48336928100,37.76010820910
21578,Metrosideros excelsus,3/6/82,-122.48335387300,37.75983798350
22269,Metrosideros excelsus,3/6/82,-122.48331713200,37.76039147220
22496,Metrosideros excelsus,3/6/82,-122.48287031100,37.76513701570
22498,Metrosideros excelsus,3/6/82,-122.48195693700,37.76515392740
22532,Metrosideros excelsus,3/6/82,-122.48087560600,37.76520407540
23148,Metrosideros excelsus,3/6/82,-122.48170646100,37.76516727250
24115,Metrosideros excelsus,3/6/82,-122.48177044500,37.76518916460
24412,Maytenus boaria,3/6/82,-122.48140303300,37.76379181240
27910,Metrosideros excelsus,3/6/82,-122.48342261600,37.76099947950
37801,Metrosideros excelsus,3/6/82,-122.48336454000,37.76121044520
309,Acacia longifolia,3/20/82,-122.44990085000,37.79047573360
310,Acacia longifolia,3/20/82,-122.44999995500,37.79054534920
311,Platanus acerfolia (other),3/20/82,-122.45039818200,37.79044579240
818,Platanus acerfolia (other),3/20/82,-122.45029625400,37.79045645930
3002,Platanus acerfolia (other),3/20/82,-122.45029625400,37.79045645930
3733,Platanus acerfolia (other),3/20/82,-122.45039818200,37.79044579240
4392,Pittosporum undulatum,3/20/82,-122.44912098600,37.79057464010
5156,Pittosporum undulatum,3/20/82,-122.44912098600,37.79057464010
5773,Platanus acerfolia (other),3/20/82,-122.45039818200,37.79044579240
6244,Magnolia grandiflora 'Samuel Sommer',3/20/82,-122.44985298900,37.79056194170
11939,Pittosporum undulatum,3/20/82,-122.44912098600,37.79057464010
17402,Magnolia grandiflora 'Samuel Sommer',3/20/82,-122.45041596100,37.79049912580
20012,Metrosideros excelsus,3/20/82,-122.45019551200,37.79046831060
20013,Metrosideros excelsus,3/20/82,-122.45007225200,37.79048253330
25677,Pittosporum undulatum,3/20/82,-122.44912098600,37.79057464010
29923,Magnolia grandiflora 'Samuel Sommer',3/20/82,-122.44985298900,37.79056194170
408,Melaleuca linariifolia,3/27/82,-122.42297263700,37.76268720580
409,Melaleuca linariifolia,3/27/82,-122.42305147700,37.76248759130
1230,Pittosporum undulatum,3/27/82,-122.42235277700,37.76072095770
2300,Melaleuca linariifolia,3/27/82,-122.42299752600,37.76229371910
2486,Pittosporum undulatum,3/27/82,-122.42235870400,37.76078377360
2711,Melaleuca linariifolia,3/27/82,-122.42298923000,37.76283180050
4730,Prunus blireiana,3/27/82,-122.42185443800,37.76173996600
6938,Pittosporum undulatum,3/27/82,-122.42229725400,37.76124071010
7031,Melaleuca linariifolia,3/27/82,-122.42305915700,37.76283180050
10447,Melaleuca linariifolia,3/27/82,-122.42295011800,37.76249046200
11037,Pittosporum undulatum,3/27/82,-122.42229725400,37.76124071010
11038,Pittosporum undulatum,3/27/82,-122.42239307400,37.76112511120
11638,Pittosporum undulatum,3/27/82,-122.42239307400,37.76112511120
11639,Pittosporum undulatum,3/27/82,-122.42238596300,37.76105281380
19367,Melaleuca linariifolia,3/27/82,-122.42305915700,37.76283180050
19612,Melaleuca linariifolia,3/27/82,-122.42304967500,37.76275120690
19838,Pittosporum undulatum,3/27/82,-122.42212995900,37.76009398630
23507,Pittosporum undulatum,3/27/82,-122.42257990800,37.76158490670
23868,Pittosporum undulatum,3/27/82,-122.42257990800,37.76158490670
25419,Pittosporum undulatum,3/27/82,-122.42257990800,37.76158490670
25995,Pittosporum undulatum,3/27/82,-122.42257990800,37.76158490670
26208,Pittosporum undulatum,3/27/82,-122.42257990800,37.76158490670
27852,Melaleuca linariifolia,3/27/82,-122.42304967500,37.76275120690
29848,Melaleuca linariifolia,3/27/82,-122.42299752600,37.76229371910
30995,Pittosporum undulatum,3/27/82,-122.42257990800,37.76158490670
31837,Melaleuca linariifolia,3/27/82,-122.42295011800,37.76249046200
32889,Melaleuca linariifolia,3/27/82,-122.42295841500,37.76256157410
33574,Pittosporum undulatum,3/27/82,-122.42257990800,37.76158490670
34153,Pittosporum undulatum,3/27/82,-122.42257990800,37.76158490670
34584,Pittosporum undulatum,3/27/82,-122.42257990800,37.76158490670
299,Pyrus kawakamii,4/3/82,-122.42567726500,37.73927830610
414,Pyrus kawakamii,4/3/82,-122.42991435800,37.73519054840
2017,Magnolia grandiflora (other),4/3/82,-122.42570689500,37.74071832490
3495,Magnolia grandiflora (other),4/3/82,-122.42580052600,37.74167715240
5093,Magnolia grandiflora (other),4/3/82,-122.42846735100,37.73679390290
7827,Magnolia grandiflora (other),4/3/82,-122.42580052600,37.74167715240
10719,Pyrus kawakamii,4/3/82,-122.42843167200,37.73671116170
11497,Magnolia grandiflora (other),4/3/82,-122.42769713600,37.73730277800
11498,Magnolia grandiflora (other),4/3/82,-122.42846735100,37.73679390290
16441,Magnolia grandiflora (other),4/3/82,-122.42580052600,37.74167715240
21595,Magnolia grandiflora (other),4/3/82,-122.42870189700,37.73653219570
21817,Magnolia grandiflora (other),4/3/82,-122.42574600700,37.74185374690
22279,Pyrus kawakamii,4/3/82,-122.42843167200,37.73671116170
22280,Pyrus kawakamii,4/3/82,-122.42916057000,37.73623234020
22494,Magnolia grandiflora (other),4/3/82,-122.42992265400,37.73580922350
27920,Magnolia grandiflora (other),4/3/82,-122.43162460200,37.73472120930
27952,Magnolia grandiflora (other),4/3/82,-122.42545800300,37.74214293640
29922,Magnolia grandiflora (other),4/3/82,-122.43120859700,37.73498195340
33809,Magnolia grandiflora (other),4/3/82,-122.43109363200,37.73505543610
